,Company,Default Probabilities
0,Chang-Fisher,-0.289690109917571
1,Sheppard-Tucker,-0.0624305221138738
2,Faulkner-Howard,-0.04451209531778921
3,Wagner LLC,-0.03548225492779507
4,Campos PLC,0.14653446862883465
5,Archer-Patel,0.18019468151206047
6,"Patrick, Barrera and Collins",-0.047871335409803484
7,"Jones, Jefferson and Rivera",0.03672240500799866
8,"Garcia, Hamilton and Carr",0.012431841347659033
9,Levy Group,-0.25155215340018905
10,Grimes-Green,0.002036675360103867
11,"Moon, Davis and Larsen",-0.15688152047605142
12,"Summers, Barnett and Smith",-0.0036814567351666203
13,Clayton-Cook,-0.12760572699697062
14,"Nguyen, Harrell and Lee",-0.07251937698691649
15,"Walker, Pratt and Thomas",0.01821918146733915
16,"West, Miller and Flores",-0.07848105176498689
17,"Bolton, Burns and Turner",-0.009446978913329102
18,Mann-Kelley,-0.000483005718295146
19,"Harris, Lloyd and Payne",-0.001611274413169922
20,Wallace-Carlson,-0.0009266459276907201
21,Stewart-Allen,-0.1524941151349826
22,Lopez and Sons,0.056540159151256965
23,Salazar Ltd,0.04519022526848537
24,Alvarez-Davis,0.06667582320526996
25,Mcdowell Inc,-0.08786282732575548
26,Villanueva PLC,-0.14146314987689856
27,"Myers, Thornton and Hill",-0.033234062657695636
28,Atkinson Ltd,-0.04353880473173802
29,"Bryan, Barnes and Hill",-0.07849977132411982
30,Keller-Davies,-0.010663774882305285
31,Miller-Salazar,-0.025846303655205568
32,Matthews-Rogers,0.025873676173174095
33,Sanchez Ltd,-0.032267553872754
34,Wilson-Robinson,-0.1159268606761152
35,Cook Inc,-0.010206931724984249
36,Logan Ltd,-0.1119970221342933
37,Williams PLC,-0.09458695120446609
38,"Kent, Ferguson and Becker",0.07974124031384197
39,Martinez and Sons,0.16605500071612173
40,"Greer, Wilson and Davis",-0.006975127944519515
41,Johnson Inc,-0.12519035791288693
42,Woodward and Sons,-0.09879011149970068
43,"Martinez, Clark and Owen",-0.05032115123789138
44,"Johnson, Coleman and Garcia",-0.05341238527023162
45,Jones-Jones,-0.15930748302268605
46,Bell-White,-0.24417114631760192
47,"Mcdonald, Carlson and Lyons",-0.04538888624586298
48,Gonzalez-Howard,-0.037549994145690095
49,"Harrison, Barrera and Hudson",0.14413848246238312
50,"Chambers, Levy and Brown",-0.0765163759074931
51,"Moore, Martin and Moreno",-0.009323362066114838
52,Carlson Group,-0.1284487419885918
53,"Thompson, Ruiz and Ortiz",0.004659383012163786
54,"Golden, Lowery and Banks",0.0566221807825437
55,Monroe-King,0.04132036678374673
56,"Vazquez, Ellis and Miller",0.03684875773221182
57,"Williams, Campbell and Allen",-0.06151425990414486
58,Bell-Roberts,0.07161659054093654
59,Garza-Mcclain,0.017984331054296306
60,"Anderson, Collins and Goodman",-0.038602337476595985
61,"Miller, Wheeler and Hale",0.020022772220975073
62,Allen Ltd,-0.04816810594178242
63,Gray-Hutchinson,-0.20133548126984646
64,"Baxter, Johnson and Savage",0.05635044277460567
65,"Barnes, Bates and Williams",0.056612386662170805
66,Brown-Miles,-0.005711910654302031
67,Rose-Freeman,0.10625462806048641
68,"Munoz, Smith and Williams",0.2425337547670468
69,Collins-Owens,-0.04200237071519855
70,Lopez-Key,0.18429836806018884
71,"Irwin, Monroe and Anderson",-0.088201581768221
72,Morales Ltd,-0.01467927271433335
73,Stewart-Lewis,0.07757350986124376
74,"Fischer, Baird and Lowe",-0.06251031770977199
75,"Davis, Wilson and Banks",-0.02514483839729763
76,Ramirez-Good,0.10734963609299059
77,Alvarez Group,-0.029684665098069607
78,"Miller, Hill and Chavez",0.0917511701841877
79,Callahan and Sons,-0.07612313501267237
80,"Meyer, Curtis and Reed",-0.10746425948805033
81,Ramirez Inc,0.05032630049593839
82,Williams Ltd,0.08594866982925446
83,Grant-Potts,-0.05932769393662293
84,"Browning, Williams and Curry",-0.08805959836325367
85,"Lawson, Simpson and Schneider",-0.006998591163562919
86,Bowman-Watson,0.04112133571145082
87,"Thompson, Bennett and Carter",0.05963779640235496
88,Hernandez LLC,-0.06479465502191138
89,Clarke-Higgins,0.1153450252953683
90,Chan-Johnson,0.07114119575507903
91,Martin-Holden,0.16902496850653367
92,Ward-Hays,-0.08807902398518642
93,Carter Group,0.05688716518820776
94,"Allen, Williams and White",0.1136012591180916
95,"Chandler, Turner and Houston",-0.00414884776536032
96,Perry-Garcia,-0.12942483816678996
97,Wells-Randall,0.02543356682498235
98,Martinez-Wilson,0.025437048745075488
99,Simmons-Turner,-0.053902035013063565
100,"Mcdaniel, Moore and Jackson",-0.027938133601994528
101,"Bennett, Villegas and Fowler",-0.010925755822850353
102,Morton and Sons,0.03667486904235767
103,"Walker, Cruz and Garcia",-0.03856841557833724
104,"Stone, West and Burns",0.12866565916753797
105,"Klein, Robinson and Miller",0.14015626243019008
106,Hinton LLC,-0.07615504675905074
