,Company,Default Probabilities
0,Davis Inc,0.14011834114725952
1,Barton and Sons,0.7621352613177352
2,Spence-Lopez,0.5007567190215785
3,"Burke, Nelson and Ramirez",-1.365134166855188
4,Bailey-Larson,-1.3135643555420953
5,Hunter-Turner,0.45168995095491254
6,Nguyen Inc,0.20659228396842919
7,"Wolfe, Ayers and Martinez",-0.4489098717977889
8,Allen-Wolfe,-1.152946482297168
9,Gonzales Ltd,-0.020897589444122504
10,Thompson-Daniels,0.6755681024066985
11,"Lin, Jackson and Phillips",-0.08065471085640291
12,Brown PLC,0.16066631476692636
13,"Vang, Morgan and Garcia",0.31975173311926536
14,Montgomery-Lloyd,-1.2359573354728617
15,Rivera-Henderson,0.6077270790002155
16,Young PLC,-0.5033144491166257
17,"Norris, Brown and Smith",0.5702638614334282
18,Miller-Reed,-0.3174203381449687
19,"Schmidt, Zhang and Davies",0.053916850871449325
20,Lee-Eaton,-0.12959787821803068
21,Ramsey PLC,-0.4635772950006154
22,Mitchell PLC,0.17980232589628276
23,"Gould, Patton and Holden",0.6237746018119399
24,Becker Group,0.6473020210547715
25,"Deleon, Mann and Martin",-0.5615181054025953
26,"Alvarez, Jimenez and Gonzalez",-0.17125363199297566
27,Klein PLC,-0.11267440580534073
28,"Nicholson, Franklin and Riley",0.04148472278637877
29,"Dunlap, Stark and Charles",0.8336485021058013
30,Stevens-Short,-0.409451728238475
31,Clark-Berger,-0.2515224327735126
32,"Oliver, Atkins and Moon",0.9723977075242891
33,Wong PLC,-0.09972697744070039
34,Holt-Cabrera,1.1029825372879798
35,"Hutchinson, Fox and Young",0.5693325557178873
36,Molina-Lopez,-0.7204266728837383
37,"Harrison, Lee and Patterson",-0.4728516143536827
38,Carter-Lee,-0.24938149855326994
39,Hess-Cobb,-0.026016938094907148
40,Oconnor-Walker,-0.35158008195863116
41,"Anderson, Williamson and Williams",1.2712695043691027
42,"Cook, Roberts and Galloway",-0.14611619442633048
43,Morgan-Parks,-1.0244442888236402
44,"Lewis, Shannon and Haley",-0.029409307861627095
45,Torres-Mcfarland,-0.7494859440942803
46,Arroyo Group,-0.4233012615606941
47,Ward PLC,-0.019258653219957463
48,Wood Inc,0.6972456601658749
49,Barry-Carlson,0.08901819923203344
50,Patel-Clark,-0.5963798687487885
51,Myers-Hall,0.728522710884055
52,Bullock Ltd,-0.41954693789994973
53,Ruiz-Bass,-0.16416959699903358
54,Peck Inc,-0.5954196031217546
55,"Chapman, Green and Rodriguez",-0.01375547637029085
56,West Group,-0.21726558108859914
57,Parker-Odonnell,-0.4975208979625738
58,Harrell PLC,-1.3672084158002857
59,"Lewis, Roberts and Ayers",0.3152495441080681
60,Jackson-Smith,-1.0812071215755394
61,"Becker, Zuniga and Grimes",-0.3406076565096711
62,Jordan-Hughes,0.44705194678462573
63,"Smith, Jordan and Ferguson",1.075084823250249
64,Herrera Group,-0.9432503523153046
65,Adams Inc,-0.09511568734616054
66,Martinez-Christensen,0.4740923790531586
67,Henderson-Vega,-0.09151166751373775
68,"Spencer, Jones and Simmons",-1.0515077977900713
69,Kramer-Cook,0.28161524176244307
70,"Allen, Harmon and Ryan",1.2557567835387937
71,Malone Ltd,-0.9551789461165119
72,"Christensen, Simmons and Wilson",-0.3511281791111271
73,Conley Group,-0.05105055433562303
74,Love-Mason,-0.3082037028311371
75,"Carroll, George and Petersen",0.39244266978582876
76,Mann Inc,-0.08464362407297564
77,Williams-Shaw,0.06252078074382784
78,"Pollard, Schmidt and Knight",-0.525011239041766
79,Hobbs-Wells,-0.5370901748279403
80,Jimenez PLC,0.061959986890913754
81,Morgan LLC,-0.7274140513257483
82,Boyer PLC,0.42428537527523064
83,Gregory PLC,-0.37168178509997124
84,Robinson-Nguyen,-0.09736562836240788
85,"Wilcox, Hurst and Wagner",-0.6435318959062126
86,"Mccarthy, Parsons and Brooks",0.455505019994809
87,"Atkinson, Cunningham and Gardner",0.49063422705611925
88,Doyle LLC,0.7983615453770755
89,"Sparks, Fisher and Anderson",0.05965497177620543
90,Meyers and Sons,-0.44943789228397873
91,"Harris, Frazier and Tyler",-0.8785793800349566
92,Franklin-Obrien,-0.5523548987124126
93,Day Group,0.29808333789535707
94,"Strong, Thomas and Clements",1.113853382019669
95,Watts-Medina,-0.96084595216913
96,"Sandoval, Hancock and Salazar",0.06850532354811063
97,"Griffin, York and Campbell",0.682630440860811
98,Hobbs Group,0.5522235491274226
99,Pitts-Walker,0.23327960327427866
100,Mcclain-Wilson,0.99817287963694
101,Murphy-Hunt,0.3107760386328318
102,Huffman Group,-0.22081576966171346
103,Hill-Diaz,0.19716364345561468
104,Hamilton Ltd,0.056606967842058084
105,Marshall-Rivera,-0.10293474615320258
106,Johnson and Sons,0.2489913967159623
107,Dunlap-Davidson,-0.3010637204227442
108,"Hayes, Ryan and Williams",0.09522560963160286
109,Barajas PLC,0.423733396328503
110,Adams-West,1.310456763261983
111,"Mcintosh, Garrett and Hayes",-0.40221394690002527
112,Mckinney and Sons,0.6452371233979333
113,Jones PLC,-0.4440326314412913
114,Solis Ltd,0.28726790636947597
